5.450938547503578313e+00 9.147960772503909155e+00 7.253245915852724046e-01 4.433033139625828789e-01 4.424861799305713217e-01 1.595934772479708208e+01 1.948182363541045126e+00 5.266058851570059929e+00 5.948703439397445614e+00
4.381824026945293937e+00 7.457030489283525299e+00 6.070401426109128806e-01 4.744209637395070400e-01 4.410489222532206210e-01 1.595557764775346143e+01 1.968331318646156403e+00 2.836327775443101107e+00 7.818029143202791076e+00
6.456318365808622950e+00 7.877282701229209927e+00 5.786985038351345478e-01 6.082109715593332355e-01 4.312347520277020618e-01 1.592809544572976854e+01 1.869135328720494371e+00 4.415689889034781324e+00 7.132336015457632072e+00
3.995657948251425839e+00 1.134595745716600135e+01 7.990655698371211813e-01 4.083447422473094335e-01 4.423668462079839991e-01 1.598304974760104358e+01 1.900304443250670383e+00 3.623104383676856166e+00 3.577817154634376884e+00
5.444781410172436331e+00 9.125487756937369355e+00 7.095448407429940652e-01 4.332883673327105889e-01 4.427130167629264035e-01 1.598222091541879664e+01 1.986096239737695113e+00 3.692518087883053468e+00 2.946157934140186452e+00
4.928651591329789028e+00 8.767137500992452814e+00 6.262472769367635195e-01 3.104287623091290804e-01 4.775741017943704314e-01 1.605458980446319117e+01 1.887712029257721191e+00 6.580274430101873406e+00 5.485107343582056316e+00
3.917339521304895378e+00 1.098030842980975130e+01 7.637021141424322757e-01 7.880110947178777803e-01 4.305065675513043977e-01 1.597341860530497648e+01 1.848836152034682989e+00 3.548120887351785324e+00 5.515896729272841803e+00
5.155106441973718034e+00 1.582562357658712671e+01 8.102989927902869427e-01 4.118890214346711542e-01 4.429055925334582366e-01 1.598112681469771168e+01 2.037449892270192464e+00 4.258283359877518492e+00 9.064816963395212923e+00
3.886196094249352306e+00 1.158782286338217382e+01 7.846480314051073046e-01 7.130984384784283536e-01 4.222955949328967007e-01 1.593140922177497210e+01 1.965243119125745563e+00 2.560760682053325077e+00 1.012032698131723762e+01
2.665549060703858331e+00 8.055211697280439509e+00 6.752841958206161621e-01 7.921626545061076774e-01 4.292411090487556757e-01 1.591648835622927116e+01 1.922011393287415881e+00 7.063794755436141770e+00 6.341601518442210761e+00
2.755620738037907635e+00 9.563773633766722071e+00 7.042980415652907444e-01 4.298869190877173674e-01 4.533538471214011989e-01 1.604485959096064818e+01 1.857438159434329439e+00 3.929544164609339862e+00 6.072287916958922338e+00
5.496625742319087848e+00 7.483740865557297894e+00 5.346457838012604880e-01 8.564653648123335961e-01 4.200504764536885371e-01 1.593836678927359785e+01 2.012555894375342103e+00 3.825747801348371446e+00 4.994242228204035960e+00
5.037342099517474026e+00 1.269808567020227841e+01 8.041729449309928945e-01 4.917564166390503422e-01 4.395868143785099380e-01 1.599049912236467819e+01 1.870378782606222590e+00 2.544030241863846964e+00 5.116816645443012845e+00
4.086069120256722087e+00 1.247317116195354636e+01 7.945695368082266175e-01 5.749331194943426704e-01 4.469176524231522896e-01 1.600369611020842697e+01 1.933532834202371431e+00 4.213890397945046828e+00 6.393846045900100528e+00
5.780067701723579532e+00 9.730406584127969438e+00 6.542210931643219762e-01 4.644701256995676375e-01 4.532561477472819012e-01 1.595283008787665580e+01 2.038730610506387375e+00 5.803941654097902081e+00 5.218558813406918517e+00
3.918559929926434648e+00 8.276597315216999817e+00 6.044022401933375477e-01 3.597799146132865666e-01 4.386303505622118348e-01 1.592304950525726071e+01 1.945411825216255108e+00 3.413767879287009865e+00 7.940745865491701139e+00
4.897873825825115546e+00 1.049772645774056024e+01 6.198143752448742605e-01 4.272759700214576739e-01 4.522371415682850948e-01 1.594300566278288223e+01 1.936817082294970183e+00 3.935834935607835483e+00 5.458964728745465678e+00
4.084867300208371077e+00 1.092281058556069873e+01 7.685019985105725482e-01 4.990133129671023848e-01 4.408471214788636794e-01 1.598075581862156369e+01 2.024184018877537294e+00 2.063397858562845411e+00 1.640472808327884380e+01
4.407628961216686569e+00 1.128014649242999212e+01 6.917589023136611059e-01 4.725761691456898395e-01 4.387481128442333733e-01 1.596575189889996338e+01 1.963847624959488503e+00 3.533356053879188607e+00 5.480289567970721976e+00
6.747677183569336101e+00 1.022365233844250021e+01 7.034635689334338693e-01 6.598881432124029667e-01 4.398415082335456749e-01 1.596874961682043548e+01 2.062285380051782635e+00 4.235304679125704297e+00 6.210351641651622678e+00
